relation_raw,category_50,category_simple
has subtypes including,Etiology_AssociatedWith,Liên quan
has subvariants including,Etiology_AssociatedWith,Liên quan
has symptoms including,Clinical_SymptomSign,Triệu chứng
has symptoms of,Clinical_SymptomSign,Triệu chứng
has symptoms onset between,Clinical_SymptomSign,Triệu chứng
has symptoms such as,Clinical_SymptomSign,Triệu chứng
has symptoms that include,Clinical_SymptomSign,Triệu chứng
has the chemical formula,Etiology_AssociatedWith,Liên quan
has therapeutic applications in,Etiology_AssociatedWith,Liên quan
has thromboembolic complications in,Etiology_AssociatedWith,Liên quan
has topological polar surface area of,Etiology_AssociatedWith,Liên quan
has tpsa of,Etiology_AssociatedWith,Liên quan
has trade names,Etiology_AssociatedWith,Liên quan
has treatment approaches including,Treatment_IndicationUse,Điều trị / chỉ định
has treatment options including,Treatment_IndicationUse,Điều trị / chỉ định
has unclear,Etiology_AssociatedWith,Liên quan
has unclear etiology,Etiology_AssociatedWith,Liên quan
has unknown,Etiology_AssociatedWith,Liên quan
has unknown etiology,Etiology_AssociatedWith,Liên quan
has variable clinical manifestations including,Clinical_ManifestationPresentation,Biểu hiện
has varying degrees of,Etiology_AssociatedWith,Liên quan
has varying modes of inheritance,Etiology_AssociatedWith,Liên quan
has volume,Etiology_AssociatedWith,Liên quan
has worse activity against,Etiology_AssociatedWith,Liên quan
have,Etiology_AssociatedWith,Liên quan
have a normal,Etiology_AssociatedWith,Liên quan
have a predilection for,Etiology_AssociatedWith,Liên quan
have a slight predominance in,Etiology_AssociatedWith,Liên quan
have an increased prevalence of,Epidemiology_PrevalenceIncidence,Tần suất mắc
have an increased risk of,Etiology_AssociatedWith,Liên quan
have average birth weights around,Etiology_AssociatedWith,Liên quan
have been,Etiology_AssociatedWith,Liên quan
have been associated with,Etiology_AssociatedWith,Liên quan
have been documented in,Etiology_AssociatedWith,Liên quan
have been linked to an increased incidence of,Etiology_AssociatedWith,Liên quan
have been proposed as,Etiology_AssociatedWith,Liên quan
have been published for,Etiology_AssociatedWith,Liên quan
have been reported,Etiology_AssociatedWith,Liên quan
have been reported to be,Etiology_AssociatedWith,Liên quan
have been used in,Etiology_AssociatedWith,Liên quan
have been utilized in,Etiology_AssociatedWith,Liên quan
have higher incidence in,Epidemiology_PrevalenceIncidence,Tần suất mắc
have improved,Etiology_AssociatedWith,Liên quan
have increased risk for,Etiology_AssociatedWith,Liên quan
heals with,Etiology_AssociatedWith,Liên quan
help,Etiology_AssociatedWith,Liên quan
help identify,Etiology_AssociatedWith,Liên quan
help regulate,Etiology_AssociatedWith,Liên quan
help stabilize,Etiology_AssociatedWith,Liên quan
help to alkalinize,Etiology_AssociatedWith,Liên quan
help to correct,Etiology_AssociatedWith,Liên quan
helps,Etiology_AssociatedWith,Liên quan
helps alleviate,Etiology_AssociatedWith,Liên quan
helps control,Etiology_AssociatedWith,Liên quan
helps generate,Etiology_AssociatedWith,Liên quan
helps improve,Etiology_AssociatedWith,Liên quan
helps in maintaining,Etiology_AssociatedWith,Liên quan
helps maintain,Etiology_AssociatedWith,Liên quan
helps manage,Treatment_ManagementCare,Theo dõi / chăm sóc
helps prevent,Prevention_Prophylaxis,Phòng ngừa
helps regulate,Etiology_AssociatedWith,Liên quan
helps restore,Etiology_AssociatedWith,Liên quan
helps to heal,Etiology_AssociatedWith,Liên quan
helps to prevent and treat,Treatment_IndicationUse,Điều trị / chỉ định
helps to regulate,Etiology_AssociatedWith,Liên quan
helps to restore,Etiology_AssociatedWith,Liên quan
helps to understand,Etiology_AssociatedWith,Liên quan
helps visualize,Etiology_AssociatedWith,Liên quan
highlights,Etiology_AssociatedWith,Liên quan
highlights the importance of,Etiology_AssociatedWith,Liên quan
highlights the need for,Etiology_AssociatedWith,Liên quan
houses,Anatomy_LocatedIn,Nằm ở
identified,Etiology_AssociatedWith,Liên quan
identified in,Etiology_AssociatedWith,Liên quan
identified mutations in,Genetics_Mutation,Đột biến
identifies,Etiology_AssociatedWith,Liên quan
if left untreated can lead to,Etiology_AssociatedWith,Liên quan
if untreated  can lead to,Etiology_AssociatedWith,Liên quan
impact,Etiology_AssociatedWith,Liên quan
impacts,Etiology_AssociatedWith,Liên quan
impairs,Etiology_AssociatedWith,Liên quan
impedes,Etiology_AssociatedWith,Liên quan
impinges upon,Etiology_AssociatedWith,Liên quan
implicated in,Etiology_AssociatedWith,Liên quan
implicates,Etiology_AssociatedWith,Liên quan
improve,Etiology_AssociatedWith,Liên quan
improve quality of life for,Etiology_AssociatedWith,Liên quan
improved the frequency and severity of,Etiology_AssociatedWith,Liên quan
improves,Etiology_AssociatedWith,Liên quan
improves symptoms of,Clinical_SymptomSign,Triệu chứng
improves with,Etiology_AssociatedWith,Liên quan
in,Etiology_AssociatedWith,Liên quan
inactivates,Etiology_AssociatedWith,Liên quan
include,Etiology_AssociatedWith,Liên quan
include ancestry from,Etiology_AssociatedWith,Liên quan
include avoiding,Etiology_AssociatedWith,Liên quan
include maintaining,Etiology_AssociatedWith,Liên quan
include symptoms of,Clinical_SymptomSign,Triệu chứng
includes,Taxonomy_PartOf,Thành phần của
includes associated features such as,Taxonomy_PartOf,Thành phần của
includes avoiding,Taxonomy_PartOf,Thành phần của
includes characteristic features of,Taxonomy_PartOf,Thành phần của
includes clinical features of,Clinical_SymptomSign,Triệu chứng
includes clinical features such as,Clinical_SymptomSign,Triệu chứng
includes clinical variants such as,Taxonomy_PartOf,Thành phần của
includes facial features such as,Taxonomy_PartOf,Thành phần của
includes features of,Taxonomy_PartOf,Thành phần của
includes features such as,Taxonomy_PartOf,Thành phần của
includes hallmark features of,Clinical_SymptomSign,Triệu chứng
includes infections caused by,Etiology_CausedBy,Do nguyên nhân
includes initial symptoms of,Clinical_ManifestationPresentation,Biểu hiện
includes manifestations such as,Clinical_ManifestationPresentation,Biểu hiện
includes medications like,Taxonomy_PartOf,Thành phần của
includes medications such as,Taxonomy_PartOf,Thành phần của
includes monitoring for,Treatment_ManagementCare,Theo dõi / chăm sóc
includes risk factors such as,Taxonomy_PartOf,Thành phần của
includes signs and symptoms of,Clinical_SymptomSign,Triệu chứng
includes signs and symptoms such as,Clinical_SymptomSign,Triệu chứng
includes signs of,Clinical_SymptomSign,Triệu chứng
includes signs such as,Clinical_SymptomSign,Triệu chứng
includes symptoms like,Clinical_SymptomSign,Triệu chứng
includes symptoms of,Clinical_SymptomSign,Triệu chứng
includes symptoms such as,Clinical_SymptomSign,Triệu chứng
includes treatment for,Treatment_IndicationUse,Điều trị / chỉ định
includes treatment of,Treatment_IndicationUse,Điều trị / chỉ định
includes types such as,Taxonomy_PartOf,Thành phần của
incorporates,Etiology_AssociatedWith,Liên quan
increase,MoA_ModulationOther,Điều hòa khác
increases,MoA_ModulationOther,Điều hòa khác
increases activity of,MoA_ActivationInduction,Kích hoạt
increases blood flow to,MoA_ModulationOther,Điều hòa khác
increases concentration at,Diagnosis_LabFinding,Xét nghiệm
increases concentration of,Diagnosis_LabFinding,Xét nghiệm
increases excretion of,PK_ExcretionClearance,Thải trừ
increases expression of,MoA_ActivationInduction,Kích hoạt
increases frequency and severity of,MoA_ModulationOther,Điều hòa khác
increases gi absorption of,PK_Absorption,Hấp thu
increases in,MoA_ModulationOther,Điều hòa khác
increases inhibition of,MoA_ModulationOther,Điều hòa khác
increases levels of,MoA_ActivationInduction,Kích hoạt
increases permeability of,MoA_ModulationOther,Điều hòa khác
increases production of,MoA_ModulationOther,Điều hòa khác
increases release of,MoA_ModulationOther,Điều hòa khác
increases risk for,MoA_ModulationOther,Điều hòa khác
increases risk of,MoA_ModulationOther,Điều hòa khác
increases secretion of,MoA_ModulationOther,Điều hòa khác
increases serum calcium concentrations by,Diagnosis_LabFinding,Xét nghiệm
increases susceptibility to,MoA_ModulationOther,Điều hòa khác
increases the activity of,MoA_ActivationInduction,Kích hoạt
increases the excretion of,PK_ExcretionClearance,Thải trừ
increases the expression of,MoA_ActivationInduction,Kích hoạt
increases the rate of insertion of,MoA_ModulationOther,Điều hòa khác
increases the release of,MoA_ModulationOther,Điều hòa khác
increases the risk for,MoA_ModulationOther,Điều hòa khác
increases the risk of,MoA_ModulationOther,Điều hòa khác
increases the slope of,MoA_ModulationOther,Điều hòa khác
increases the supply of,MoA_ModulationOther,Điều hòa khác
increases the viscosity of,MoA_ModulationOther,Điều hòa khác
increases water content in,MoA_ModulationOther,Điều hòa khác
indicate,Etiology_AssociatedWith,Liên quan
indicate that,Etiology_AssociatedWith,Liên quan
indicated for,Treatment_IndicationUse,Điều trị / chỉ định
indicated to treat,Treatment_IndicationUse,Điều trị / chỉ định
indicates,Etiology_AssociatedWith,Liên quan
indication,Treatment_IndicationUse,Điều trị / chỉ định
indication expanded to,Treatment_IndicationUse,Điều trị / chỉ định
indications expanded to include,Treatment_IndicationUse,Điều trị / chỉ định
induces,MoA_ActivationInduction,Kích hoạt
induces changes in,MoA_ActivationInduction,Kích hoạt
induces changes to,MoA_ActivationInduction,Kích hoạt
induces expression of,MoA_ActivationInduction,Kích hoạt
influences,Etiology_AssociatedWith,Liên quan
informs,Etiology_AssociatedWith,Liên quan
inhibit,MoA_InhibitionBlockade,Ức chế
inhibits,MoA_InhibitionBlockade,Ức chế
inhibits activation of,MoA_InhibitionBlockade,Ức chế
inhibits conversion of,MoA_InhibitionBlockade,Ức chế
inhibits formation of,MoA_InhibitionBlockade,Ức chế
inhibits metabolism via,MoA_InhibitionBlockade,Ức chế
inhibits phosphorylation of,MoA_InhibitionBlockade,Ức chế
inhibits production of,MoA_InhibitionBlockade,Ức chế
inhibits replication of,MoA_InhibitionBlockade,Ức chế
inhibits reuptake of,MoA_InhibitionBlockade,Ức chế
inhibits secretion of,MoA_InhibitionBlockade,Ức chế
inhibits synthesis of,MoA_InhibitionBlockade,Ức chế
inhibits the action of,MoA_InhibitionBlockade,Ức chế
inhibits the activity of,MoA_InhibitionBlockade,Ức chế
inhibits the conversion of,MoA_InhibitionBlockade,Ức chế
inhibits the effect of,MoA_InhibitionBlockade,Ức chế
inhibits the formation of,MoA_InhibitionBlockade,Ức chế
inhibits the growth of,MoA_InhibitionBlockade,Ức chế
inhibits the migration of,MoA_InhibitionBlockade,Ức chế
inhibits the phosphorylation of,MoA_InhibitionBlockade,Ức chế
inhibits the production of,MoA_InhibitionBlockade,Ức chế
inhibits the release of,MoA_InhibitionBlockade,Ức chế
inhibits the reuptake of,MoA_InhibitionBlockade,Ức chế
inhibits the secretion of,MoA_InhibitionBlockade,Ức chế
inhibits the synthesis of,MoA_InhibitionBlockade,Ức chế
inhibits the transformation of,MoA_InhibitionBlockade,Ức chế
initial manifestations involve,Clinical_ManifestationPresentation,Biểu hiện
initial report in,Etiology_AssociatedWith,Liên quan
initial symptoms involve,Clinical_ManifestationPresentation,Biểu hiện
initial symptoms may include,Clinical_ManifestationPresentation,Biểu hiện
initially affects,Etiology_AssociatedWith,Liên quan
initiates,Etiology_AssociatedWith,Liên quan
intake can decrease the risk of,MoA_ModulationOther,Điều hòa khác
interact with,DrugInteraction,Tương tác thuốc
interacts with,DrugInteraction,Tương tác thuốc
interfere with,MoA_ModulationOther,Điều hòa khác
interferes with,MoA_ModulationOther,Điều hòa khác
interrupts,Etiology_AssociatedWith,Liên quan
investigates,Etiology_AssociatedWith,Liên quan
involve,Etiology_AssociatedWith,Liên quan
involved in,Etiology_AssociatedWith,Liên quan
involved in the metabolism of,Etiology_AssociatedWith,Liên quan
involves,Etiology_AssociatedWith,Liên quan
involves a multidisciplinary approach including,Treatment_ManagementCare,Theo dõi / chăm sóc
involves addressing,Etiology_AssociatedWith,Liên quan
involves administering,Etiology_AssociatedWith,Liên quan
involves areas including,Etiology_AssociatedWith,Liên quan
involves areas such as,Etiology_AssociatedWith,Liên quan
involves assessment of,Etiology_AssociatedWith,Liên quan
involves binding to,MoA_BindingAffinity,Gắn kết
involves blocking,Etiology_AssociatedWith,Liên quan
involves care from,Etiology_AssociatedWith,Liên quan
involves careful monitoring for,Treatment_ManagementCare,Theo dõi / chăm sóc
